genre,length,title,release date,album name,artist name
"['canadian contemporary r&b', 'canadian pop', 'pop']",199111,Is There Someone Else?,2022-01-07,Dawn FM (Alternate World),The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",148000,Starry Eyes,2022-01-07,Dawn FM (Alternate World),The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",167255,Every Angel is Terrifying,2022-01-07,Dawn FM (Alternate World),The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",205469,Don’t Break My Heart,2022-01-07,Dawn FM (Alternate World),The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",263641,I Heard You're Married (feat. Lil Wayne),2022-01-07,Dawn FM (Alternate World),The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",211814,Less Than Zero,2022-01-07,Dawn FM (Alternate World),The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",179580,Phantom Regret by Jim,2022-01-07,Dawn FM (Alternate World),The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",234000,Moth To A Flame (with The Weeknd),2022-01-07,Dawn FM (Alternate World),The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",183827,Dawn FM - OPN Remix,2022-01-07,Dawn FM (Alternate World),The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",217766,How Do I Make You Love Me? - Sebastian Ingrosso & Salvatore Ganacci Remix,2022-01-07,Dawn FM (Alternate World),The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",238032,Sacrifice (Remix) (feat. Swedish House Mafia),2022-01-07,Dawn FM (Alternate World),The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",275555,Out of Time - KAYTRANADA Remix,2022-01-07,Dawn FM (Alternate World),The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",175071,Best Friends - Remix,2022-01-07,Dawn FM (Alternate World),The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",198222,Starry Eyes - MIKE DEAN Remix,2022-01-07,Dawn FM (Alternate World),The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",220196,Take My Breath - Single Version,2022-01-07,Dawn FM (Alternate World),The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",223346,Real Life,2015-08-28,Beauty Behind The Madness,The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",281173,Losers,2015-08-28,Beauty Behind The Madness,The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",334320,Tell Your Friends,2015-08-28,Beauty Behind The Madness,The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",249093,Often,2015-08-28,Beauty Behind The Madness,The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",242240,The Hills,2015-08-28,Beauty Behind The Madness,The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",348826,Acquainted,2015-08-28,Beauty Behind The Madness,The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",213520,Can't Feel My Face,2015-08-28,Beauty Behind The Madness,The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",277680,Earned It (Fifty Shades Of Grey),2015-08-28,Beauty Behind The Madness,The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",235653,In The Night,2015-08-28,Beauty Behind The Madness,The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",340493,As You Are,2015-08-28,Beauty Behind The Madness,The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",260640,Dark Times,2015-08-28,Beauty Behind The Madness,The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",274960,Prisoner,2015-08-28,Beauty Behind The Madness,The Weeknd
"['canadian contemporary r&b', 'canadian pop', 'pop']",377346,Angel,2015-08-28,Beauty Behind The Madness,The Weeknd
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",173186,712PM,2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",271840,I'M DAT N****,2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",207213,KEEP IT BURNIN (feat. Kanye West),2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",207933,FOR A NUT (feat. Gunna & Young Thug),2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",172933,PUFFIN ON ZOOTIEZ,2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",162333,GOLD STACKS,2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",189893,WAIT FOR U (feat. Drake & Tems),2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",129479,LOVE YOU BETTER,2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",106133,MASSAGING ME,2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",195266,CHICKENS (feat. EST Gee),2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",133133,WE JUS WANNA GET HIGH,2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",211133,VOODOO (feat. Kodak Black),2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",170266,HOLY GHOST,2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",179493,THE WAY THINGS GOING,2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",236186,I'M ON ONE (feat. Drake),2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",177026,BACK TO THE BASICS,2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",161066,NO SECURITY (feat. BabyFace Ray),2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",132986,LIKE ME (feat. 42 Dugg & Lil Baby),2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",183466,AFFILIATED (feat. Lil Durk),2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",171760,STAYED DOWN (feat. Young Scooter),2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",187360,WORST DAY,2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",172733,JUST THE BEGINNING,2022-05-02,I NEVER LIKED YOU,Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",277946,If You Want It (Sleepy Brown feat. Scar),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",182220,What's Up With That (Future feat. 21 Savage),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",234418,No Shame (Future feat. PARTYNEXTDOOR),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",218141,Walk On Minks (Future),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",181162,Tie My Shoes (Future feat. Young Thug),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",182132,Stains (Future),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",152257,Show My Chain Some Love (Future feat. Young Thug),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",243235,R.A.N. (Miguel),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",211204,This Way (Khalid x H.E.R.),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",196993,Bag (Future feat. Yung Bans),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",214933,Drive Itself (Future feat. Lil Wayne),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",164001,Money Train (Future feat. Young Thug & Gunna),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",270587,Nowhere (Future),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",167650,Trappin' So Hard (Rich The Kid & Rico Love),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",241586,New Goals (French Montana),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",220970,That's How I Grew Up (G Herbo feat. 21 Savage),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",210826,"Rep Yo Click (Lil Jon feat. Bangladesh, Freeway & CyHi The Prynce)",2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",160066,"Please Forgive (Lecrae, Sean Garrett & Crystal Nicole)",2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",293373,Capone Suite (Rick Ross feat. Smif-N-Wessun),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",146744,Struggles (Future feat. Sleepy Brown),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",165440,Find My Way Out (HoodCelebrityy),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",150386,La Dueña (A.CHAL),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",163036,Georgia (Future feat. Young Thug),2018-06-15,SUPERFLY (Original Motion Picture Soundtrack),Future
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",164565,Memories,2021-08-20,Cheers to the Best Memories,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",108702,Can You Take It (Interlude),2021-08-20,Cheers to the Best Memories,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",206777,Can't Tell (feat. YG),2021-08-20,Cheers to the Best Memories,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",176030,Somebody That You Don't Know (feat. Rauw Alejandro),2021-08-20,Cheers to the Best Memories,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",138792,Fight Club,2021-08-20,Cheers to the Best Memories,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",95914,Rude - Ty Dolla $ign Interlude,2021-08-20,Cheers to the Best Memories,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",154000,Better Yet - dvsn Interlude,2021-08-20,Cheers to the Best Memories,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",246930,Wedding Cake,2021-08-20,Cheers to the Best Memories,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",246609,I Believed It (feat. Mac Miller),2021-08-20,Cheers to the Best Memories,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",269053,NDK,2014-12-08,Ty $,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",263746,Dead Presidents (feat. Juicy J & Rich Homie Quan),2014-12-08,Ty $,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",261293,Lord Knows (feat. Dom Kennedy & Rick Ross),2014-12-08,Ty $,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",366626,Stretch / She Better,2014-12-08,Ty $,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",195333,Drank N Cranberry,2014-12-08,Ty $,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",264066,Like I Do (feat. Yo Gotti & French Montana),2014-12-08,Ty $,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",259786,Issue (feat. Wiz Khalifa),2014-12-08,Ty $,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",199800,Missionary,2014-12-08,Ty $,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",215866,Type Of Sh*t I Hate (feat. YG & Fabolous),2014-12-08,Ty $,Ty Dolla $ign
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",177573,Can't Stay (feat. T.I.),2014-12-08,Ty $,Ty Dolla $ign
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",160316,Love Me Land,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",199774,Talk About Love (feat. Young Thug),2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",177361,Need Someone,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",226237,Right Here,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",179091,WOW,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",177054,Poster Girl,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",182143,I Need Love,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",181354,Look What You've Done,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",190050,Ruin My Life,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",179502,Stick With You,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",212581,FFF,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",199678,What Happens Here,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",174994,Morning,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",175244,Last Summer,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",200992,I Need Love (feat. First Aid Kit) - Live Version,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",283275,Ruin My Life - Orchestral Version,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",229605,Never Forget You - Orchestral Version,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",155000,Right Here - Alok Remix,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",146904,Morning - Billen Ted Remix,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",186408,I Need Love (feat. Trevor Daniel),2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",204987,Säg Mig Var Du Står,2021-07-09,Poster Girl (Swedish Summer Edition),Zara Larsson
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",183502,Nobody Is An Island,2021-04-23,Nobody Is An Island,Zara Larsson
"['melodic rap', 'philly rap', 'rap', 'trap']",189147,Tic Tac,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",193333,My Legacy,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",196834,Heart In Pieces,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",216541,Because of You,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",226285,Bust a Move,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",210410,Baby Sasuke,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",274313,Stripes Like Burberry,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",133170,Marni On Me,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",167397,Sleeping On The Floor,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",196636,Real Baby Pluto,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",213520,Drankin N Smokin,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",166636,Million Dollar Play,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",193858,Plastic,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",228796,That’s It,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",210175,Bought A Bad Bitch,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",181040,Rockstar Chainz,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",261781,Lullaby,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",204117,She Never Been To Pluto,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",184736,Off Dat,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",243936,I Don’t Wanna Break Up,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",186846,Bankroll,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",222295,Moment of Clarity,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",280665,Patek,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",186842,Over Your Head,2020-11-13,Pluto x Baby Pluto (Deluxe),Lil Uzi Vert
"['melodic rap', 'philly rap', 'rap', 'trap']",193655,Next Up (feat. Lil Uzi Vert & Gucci Mane),2022-04-28,Next Up (feat. Lil Uzi Vert & Gucci Mane),Lil Uzi Vert
"['latin pop', 'puerto rican pop']",173013,Dolce,2022-03-11,Ley De Gravedad,Luis Fonsi
"['latin pop', 'puerto rican pop']",155013,Vacaciones,2022-03-11,Ley De Gravedad,Luis Fonsi
"['latin pop', 'puerto rican pop']",169706,Bésame,2022-03-11,Ley De Gravedad,Luis Fonsi
"['latin pop', 'puerto rican pop']",187706,Luna,2022-03-11,Ley De Gravedad,Luis Fonsi
"['latin pop', 'puerto rican pop']",166640,Nuestra Balada,2022-03-11,Ley De Gravedad,Luis Fonsi
"['latin pop', 'puerto rican pop']",167400,Vacío,2022-03-11,Ley De Gravedad,Luis Fonsi
"['latin pop', 'puerto rican pop']",156306,Iglü,2022-03-11,Ley De Gravedad,Luis Fonsi
"['latin pop', 'puerto rican pop']",144133,Fin De Semana,2022-03-11,Ley De Gravedad,Luis Fonsi
"['latin pop', 'puerto rican pop']",142386,Ley De Gravedad,2022-03-11,Ley De Gravedad,Luis Fonsi
"['latin pop', 'puerto rican pop']",172506,Equivocada,2022-03-11,Ley De Gravedad,Luis Fonsi
"['latin pop', 'puerto rican pop']",146680,Guapa,2022-03-11,Ley De Gravedad,Luis Fonsi
"['latin pop', 'puerto rican pop']",159773,Culpable,2022-03-11,Ley De Gravedad,Luis Fonsi
"['latin pop', 'puerto rican pop']",194986,Perfecta,2022-03-11,Ley De Gravedad,Luis Fonsi
"['latin pop', 'puerto rican pop']",236466,Perfecta - Remix,2022-03-11,Ley De Gravedad,Luis Fonsi
"['latin pop', 'puerto rican pop']",219386,Date La Vuelta,2022-03-11,Ley De Gravedad,Luis Fonsi
"['latin pop', 'puerto rican pop']",170893,Girasoles,2022-03-11,Ley De Gravedad,Luis Fonsi
"['latin pop', 'puerto rican pop']",239826,Nada Es Para Siempre,2005-01-01,Paso A Paso,Luis Fonsi
"['latin pop', 'puerto rican pop']",210880,Arropame,2005-01-01,Paso A Paso,Luis Fonsi
"['latin pop', 'puerto rican pop']",252040,Escondido,2005-01-01,Paso A Paso,Luis Fonsi
"['latin pop', 'puerto rican pop']",225706,Estoy Perdido,2005-01-01,Paso A Paso,Luis Fonsi
"['latin pop', 'puerto rican pop']",170840,Por Una Mujer,2005-01-01,Paso A Paso,Luis Fonsi
"['latin pop', 'puerto rican pop']",250573,Vivo Muriendo,2005-01-01,Paso A Paso,Luis Fonsi
"['latin pop', 'puerto rican pop']",188413,Me Matas,2005-01-01,Paso A Paso,Luis Fonsi
"['latin pop', 'puerto rican pop']",252013,Me Lo Dice El Alma,2005-01-01,Paso A Paso,Luis Fonsi
"['latin pop', 'puerto rican pop']",181893,Para Mi,2005-01-01,Paso A Paso,Luis Fonsi
"['latin pop', 'puerto rican pop']",225000,Todo Sigue Igual,2005-01-01,Paso A Paso,Luis Fonsi
"['latin pop', 'puerto rican pop']",223640,Paso A Paso,2005-01-01,Paso A Paso,Luis Fonsi
"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",211881,Un Barrio,2020-10-22,LVV the Real Rondon,Darell
"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",207241,One Way,2020-10-22,LVV the Real Rondon,Darell
"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",203148,Orale Guey,2020-10-22,LVV the Real Rondon,Darell
"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",245134,Olajuwon,2020-10-22,LVV the Real Rondon,Darell
"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",238494,Bandolero,2020-10-22,LVV the Real Rondon,Darell
